supplier_name,sector,supplier_type,rating,on_time_pct,defect_rate_pct,active_discount,speed_class
Smart Manufacturing Global,Mobile,Product,A+,98.5,3.0,10% Enterprise Vol,Standard (3-5 Days)
Prime Works Ltd.,Mobile,Product,A+,93.1,3.6,10% Enterprise Vol,Standard (3-5 Days)
Eco Resources LLC,Mobile,Product,B,93.1,3.1,No Auth Discount,Next-Day Air
Structural Logistics International,Mobile,Product,B+,95.1,3.6,Net-30 Terms,Standard (3-5 Days)
Omni Resources Global,Mobile,Product,A+,98.3,1.8,10% Enterprise Vol,Standard (3-5 Days)
Core Industries Group,Mobile,Product,A,91.2,2.7,5% Preferred Partner,Standard (3-5 Days)
Global Manufacturing Corp.,Mobile,Product,B+,92.0,1.0,Net-30 Terms,Next-Day Air
Smart Engineering Corp.,Mobile,Product,A,95.4,3.9,5% Preferred Partner,Standard (3-5 Days)
Summit Networks Partners,Mobile,Product,B+,92.9,2.4,Net-30 Terms,Standard (3-5 Days)
Omni Systems LLC,Mobile,Product,B+,91.2,3.2,Net-30 Terms,2-Day Priority
Structural Dynamics Inc.,Mobile,Product,B+,92.7,3.2,Net-30 Terms,2-Day Priority
Precision Supply Ltd.,Mobile,Product,A,96.7,3.7,5% Preferred Partner,Next-Day Air
Vortex Engineering Corp.,Mobile,Product,B,98.9,1.9,No Auth Discount,Next-Day Air
Core Resources Global,Mobile,Product,A,90.7,2.7,5% Preferred Partner,Standard (3-5 Days)
Elite Systems Partners,Mobile,Product,A+,91.7,2.2,10% Enterprise Vol,Next-Day Air
Unified Tech Global,Mobile,Product,A+,98.2,1.2,10% Enterprise Vol,Standard (3-5 Days)
Prime Services Group,Mobile,Product,B,96.3,3.3,No Auth Discount,Standard (3-5 Days)
Precision Supply Partners,Mobile,Product,A+,98.1,3.6,10% Enterprise Vol,Standard (3-5 Days)
Eco Enterprises Co.,Mobile,Product,A,93.7,1.7,5% Preferred Partner,2-Day Priority
Vortex Engineering Co.,Mobile,Product,A+,91.3,3.8,10% Enterprise Vol,2-Day Priority
Smart Resources Global,Mobile,Product,A+,98.2,3.2,10% Enterprise Vol,2-Day Priority
Prime Engineering Co.,Mobile,Product,A,96.3,1.3,5% Preferred Partner,Next-Day Air
Titan Works Solutions,Mobile,Product,A,90.7,2.7,5% Preferred Partner,Standard (3-5 Days)
Eco Parts Solutions,Mobile,Product,B+,98.6,1.6,Net-30 Terms,Next-Day Air
Global Enterprises Partners,Mobile,Product,A+,95.6,2.6,10% Enterprise Vol,2-Day Priority
Elite Engineering Corp.,Mobile,Product,A+,90.5,2.0,10% Enterprise Vol,2-Day Priority
Apex Manufacturing Inc.,Mobile,Product,A+,96.2,2.2,10% Enterprise Vol,Next-Day Air
Apex Solutions Inc.,Mobile,Product,B+,97.2,2.2,Net-30 Terms,Next-Day Air
Vortex Enterprises LLC,Mobile,Product,B,93.8,3.3,No Auth Discount,Standard (3-5 Days)
Smart Components Group,Mobile,Product,B+,91.4,1.4,Net-30 Terms,2-Day Priority
Optimal Resources Corp.,Mobile,Product,B+,92.6,2.6,Net-30 Terms,2-Day Priority
Omni Supply Group,Mobile,Product,A,91.5,2.5,5% Preferred Partner,Next-Day Air
Unified Parts International,Mobile,Product,B,99.1,2.1,No Auth Discount,Standard (3-5 Days)
Rapid Resources Group,Mobile,Product,A+,93.0,2.0,10% Enterprise Vol,2-Day Priority
Rapid Enterprises Co.,Mobile,Product,B+,97.5,1.0,Net-30 Terms,Next-Day Air
Omni Engineering Ltd.,Mobile,Product,B+,91.5,1.0,Net-30 Terms,Next-Day Air
Structural Networks Inc.,Mobile,Product,A+,94.6,3.6,10% Enterprise Vol,Standard (3-5 Days)
Advanced Enterprises Solutions,Mobile,Product,B+,94.4,3.4,Net-30 Terms,Next-Day Air
Titan Enterprises Co.,Mobile,Product,B+,97.0,3.0,Net-30 Terms,Standard (3-5 Days)
Unified Parts Group,Mobile,Product,A+,96.9,2.4,10% Enterprise Vol,Standard (3-5 Days)
Structural Works Inc.,Mobile,Product,A+,95.4,3.4,10% Enterprise Vol,Next-Day Air
Summit Industries Inc.,Mobile,Product,B,93.5,2.5,No Auth Discount,Next-Day Air
Nexus Tech Corp.,Mobile,Product,A,91.2,3.7,5% Preferred Partner,Next-Day Air
Smart Parts Solutions,Mobile,Product,A+,92.0,3.0,10% Enterprise Vol,Standard (3-5 Days)
Apex Solutions Global,Mobile,Product,A+,91.5,3.0,10% Enterprise Vol,Standard (3-5 Days)
Smart Supply LLC,Mobile,Product,B+,97.6,2.6,Net-30 Terms,2-Day Priority
Smart Solutions Solutions,Mobile,Product,B+,96.3,3.8,Net-30 Terms,2-Day Priority
Vortex Resources Ltd.,Mobile,Product,A,90.3,2.3,5% Preferred Partner,2-Day Priority
Prime Logistics LLC,Mobile,Product,B,91.7,3.7,No Auth Discount,Next-Day Air
Summit Supply Partners,Mobile,Product,A+,94.3,3.8,10% Enterprise Vol,2-Day Priority
Titan Components Inc.,Mobile,Product,A,92.6,2.1,5% Preferred Partner,Standard (3-5 Days)
Elite Tech Global,Mobile,Product,A,90.9,2.9,5% Preferred Partner,2-Day Priority
Eco Dynamics Solutions,Mobile,Product,A,90.3,2.3,5% Preferred Partner,2-Day Priority
Apex Dynamics Group,Mobile,Product,B,93.5,3.5,No Auth Discount,2-Day Priority
Elite Services LLC,Mobile,Product,A+,91.4,2.4,10% Enterprise Vol,Standard (3-5 Days)
Rapid Systems Global,Mobile,Product,A,90.0,2.5,5% Preferred Partner,Next-Day Air
Advanced Industries International,Mobile,Product,B+,95.6,3.6,Net-30 Terms,Standard (3-5 Days)
Omni Enterprises Co.,Mobile,Product,A,91.5,1.5,5% Preferred Partner,Standard (3-5 Days)
Apex Components Inc.,Mobile,Product,A,96.6,1.1,5% Preferred Partner,2-Day Priority
Smart Logistics Corp.,Mobile,Product,B+,92.0,3.0,Net-30 Terms,Standard (3-5 Days)
Smart Services Corp.,Mobile,Product,B+,96.6,2.6,Net-30 Terms,2-Day Priority
Core Engineering Inc.,Mobile,Product,B+,97.6,3.6,Net-30 Terms,Standard (3-5 Days)
Dynamic Supply Inc.,Mobile,Product,B,94.7,2.7,No Auth Discount,Standard (3-5 Days)
Vortex Components Partners,Mobile,Product,A+,96.2,1.2,10% Enterprise Vol,Standard (3-5 Days)
Vortex Solutions LLC,Mobile,Product,B,92.4,2.9,No Auth Discount,2-Day Priority
Structural Parts Solutions,Mobile,Product,B,92.9,2.9,No Auth Discount,2-Day Priority
Global Parts Inc.,Mobile,Product,B+,92.6,1.6,Net-30 Terms,Next-Day Air
Dynamic Dynamics Co.,Mobile,Product,B,94.5,1.5,No Auth Discount,Standard (3-5 Days)
Prime Industries Solutions,Mobile,Product,A,93.5,2.5,5% Preferred Partner,Next-Day Air
Structural Supply Global,Mobile,Product,B+,93.5,3.0,Net-30 Terms,Standard (3-5 Days)
Core Networks Corp.,Mobile,Product,B+,98.6,1.6,Net-30 Terms,Next-Day Air
Global Services Global,Mobile,Product,A+,91.9,3.4,10% Enterprise Vol,Next-Day Air
Global Supply LLC,Mobile,Product,A+,90.9,1.4,10% Enterprise Vol,2-Day Priority
Industrial Systems Group,Mobile,Product,A,97.1,3.1,5% Preferred Partner,Next-Day Air
Optimal Solutions Solutions,Mobile,Product,A+,93.7,2.2,10% Enterprise Vol,Next-Day Air
Titan Networks Partners,Mobile,Product,B,93.2,3.7,No Auth Discount,Next-Day Air
Advanced Manufacturing LLC,Mobile,Product,A,94.6,1.1,5% Preferred Partner,2-Day Priority
Eco Resources Ltd.,Mobile,Product,B+,90.7,3.2,Net-30 Terms,2-Day Priority
Elite Supply Group,Mobile,Product,A,93.5,3.5,5% Preferred Partner,2-Day Priority
Smart Parts International,Mobile,Product,A,95.4,2.9,5% Preferred Partner,2-Day Priority
Eco Networks LLC,Mobile,Product,B,98.1,3.1,No Auth Discount,Next-Day Air
Structural Tech Inc.,Mobile,Product,B,95.8,1.3,No Auth Discount,Next-Day Air
Prime Tech Partners,Mobile,Product,B+,93.4,1.4,Net-30 Terms,2-Day Priority
Summit Logistics Ltd.,Mobile,Product,A+,91.9,2.4,10% Enterprise Vol,Standard (3-5 Days)
Optimal Solutions Co.,Mobile,Product,A,95.9,2.9,5% Preferred Partner,2-Day Priority
Vortex Resources Solutions,Mobile,Product,A+,99.0,3.0,10% Enterprise Vol,Standard (3-5 Days)
Optimal Engineering Global,Mobile,Product,B+,96.4,2.4,Net-30 Terms,Standard (3-5 Days)
Dynamic Works Inc.,Mobile,Product,A+,97.2,2.2,10% Enterprise Vol,Next-Day Air
Structural Components Group,Mobile,Product,A,93.7,3.7,5% Preferred Partner,Next-Day Air
Global Engineering Corp.,Mobile,Product,B,90.5,3.5,No Auth Discount,2-Day Priority
Structural Solutions LLC,Mobile,Product,B+,91.7,2.2,Net-30 Terms,Next-Day Air
Core Enterprises Group,Mobile,Product,A+,94.0,1.0,10% Enterprise Vol,Next-Day Air
Core Resources Solutions,Mobile,Product,A,93.7,2.7,5% Preferred Partner,Standard (3-5 Days)
Omni Enterprises LLC,Mobile,Product,A,91.7,3.7,5% Preferred Partner,Next-Day Air
Industrial Networks Global,Mobile,Product,A,91.1,2.1,5% Preferred Partner,Standard (3-5 Days)
Optimal Networks Inc.,Mobile,Product,B+,94.1,2.6,Net-30 Terms,2-Day Priority
Eco Solutions International,Mobile,Product,B+,92.3,1.8,Net-30 Terms,Standard (3-5 Days)
Summit Industries Partners,Mobile,Product,A+,90.3,3.8,10% Enterprise Vol,2-Day Priority
Industrial Solutions Inc.,Mobile,Product,A+,94.6,3.6,10% Enterprise Vol,Standard (3-5 Days)
Rapid Systems Co.,Mobile,Product,B+,96.8,3.8,Net-30 Terms,2-Day Priority
Omni Supply Co.,Mobile,Product,A,95.5,3.5,5% Preferred Partner,2-Day Priority
Titan Systems Partners,Mobile,Product,A+,99.3,1.8,10% Enterprise Vol,Standard (3-5 Days)
Nexus Parts LLC,Mobile,Product,B+,98.1,1.6,Net-30 Terms,Next-Day Air
Advanced Tech LLC,Mobile,Product,B,98.1,1.1,No Auth Discount,2-Day Priority
Smart Supply Ltd.,Mobile,Product,A+,96.4,3.4,10% Enterprise Vol,Next-Day Air
Global Logistics Inc.,Mobile,Product,B,95.6,2.1,No Auth Discount,Standard (3-5 Days)
Omni Dynamics Corp.,Mobile,Product,A,97.2,3.7,5% Preferred Partner,Next-Day Air
Optimal Services LLC,Mobile,Product,B+,90.2,3.2,Net-30 Terms,2-Day Priority
Prime Solutions Ltd.,Mobile,Product,B,97.3,1.3,No Auth Discount,Next-Day Air
Apex Parts Global,Mobile,Product,B,94.8,3.3,No Auth Discount,Standard (3-5 Days)
Advanced Enterprises LLC,Mobile,Product,B+,94.1,2.6,Net-30 Terms,2-Day Priority
Rapid Dynamics Co.,Mobile,Product,A,97.9,3.9,5% Preferred Partner,Standard (3-5 Days)
Advanced Parts Ltd.,Mobile,Product,B,93.8,1.3,No Auth Discount,Next-Day Air
Precision Tech Corp.,Mobile,Product,A,97.8,2.3,5% Preferred Partner,2-Day Priority
Summit Parts Co.,Mobile,Product,A+,94.7,2.2,10% Enterprise Vol,Next-Day Air
Eco Logistics Global,Mobile,Product,A,98.2,1.7,5% Preferred Partner,2-Day Priority
